Gelidibacter mesophilus Macian et al. (ATCC BAA-813),$550.00,$467.50,NA,NA,"DSM 14095 [2SM29, CECT 5103]",1,freeze-dried,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 22.0Celsius Atmosphere: Aerobic,NA,NA,NA,NA,https://www.atcc.org/~/ps/BAA-813.ashx
Herbaspirillum huttiense subsp. putei (ATCC BAA-806),$550.00,$467.50,NA,Herbaspirillum puteus,7-2 [IAM 15032],1,freeze-dried,ATCC  2427: Peptone yeast extract medium with magnesium sulfate,Temperature: 30.0Celsius Atmosphere: Aerobic,2Celsius  to 8Celsius,NA,NA,NA,https://www.atcc.org/~/ps/BAA-806.ashx
Halomonas meridiana James et al. (ATCC BAA-804),$550.00,$467.50,NA,NA,Eplume2 [B1],1,freeze-dried,ATCC  1097: Halomonas medium,Temperature: 30.0Celsius Atmosphere: Aerobic,2Celsius  to 8Celsius,NA,NA,NA,https://www.atcc.org/~/ps/BAA-804.ashx
Halomonas sulfidaeris Kaye et al. (ATCC BAA-803),$550.00,$467.50,NA,NA,"Esulfide 1 [CECT 5817, DSM 15722, N2p]",1,freeze-dried,ATCC  1097: Halomonas medium,Temperature: 30.0Celsius Atmosphere: Aerobic,2Celsius  to 8Celsius,NA,NA,NA,https://www.atcc.org/~/ps/BAA-803.ashx
Halomonas hydrothermalis Kaye et al. (ATCC BAA-800),$550.00,$467.50,NA,NA,"Slthf2 [1878c, CECT 5814, DSM 15725]",1,freeze-dried,ATCC  1097: Halomonas medium,Temperature: 30.0Celsius Atmosphere: Aerobic,2Celsius  to 8Celsius,NA,NA,NA,https://www.atcc.org/~/ps/BAA-800.ashx
Halomonas neptunia Kaye et al. (ATCC BAA-805),$550.00,$467.50,NA,NA,"Eplume1 [A1, CECT 5815, DSM 15720]",1,freeze-dried,ATCC  1097: Halomonas medium,Temperature: 30.0Celsius Atmosphere: Aerobic,2Celsius  to 8Celsius,NA,NA,NA,https://www.atcc.org/~/ps/BAA-805.ashx
Polaromonas naphthalenivorans (ATCC BAA-779),$550.00,$467.50,NA,Coccomonas naphthalovorans,CJ2,1,freeze-dried,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/BAA-779.ashx
Halomonas axialensis Kaye et al. (ATCC BAA-802),$550.00,$467.50,NA,NA,"Althf1 [1723a, CECT 5812, DSM 15723]",1,freeze-dried,ATCC  1097: Halomonas medium,Temperature: 30.0Celsius Atmosphere: Aerobic,2Celsius  to 8Celsius,NA,NA,NA,https://www.atcc.org/~/ps/BAA-802.ashx
Halomonas meridiana James et al. (ATCC BAA-801),$550.00,$467.50,NA,NA,Slthf1 [1874b],1,freeze-dried,ATCC  1097: Halomonas medium,Temperature: 30.0Celsius Atmosphere: Aerobic,2Celsius  to 8Celsius,NA,NA,NA,https://www.atcc.org/~/ps/BAA-801.ashx
Gelidibacter salipaludis (ATCC BAA-785),"For-Profit:
$376.00",,NA,NA,BSD-S2-05,1,freeze-dried,ATCC  2314: R2A medium with NaCl,Temperature: 30.0Celsius Atmosphere: Aerobic,2Celsius  to 8Celsius,NA,NA,NA,https://www.atcc.org/~/ps/BAA-785.ashx
Carnobacterium pleistocenium Pikuta et al. (ATCC BAA-754),$550.00,$467.50,NA,Carnobacterium sp.,FTR1 [JCM 12174],1,freeze-dried,,Temperature: 20.0Celsius Atmosphere: Facultative anaerobe,NA,NA,NA,NA,https://www.atcc.org/~/ps/BAA-754.ashx
Nitratireductor aquibiodomus Labbe et al. (ATCC BAA-762),$550.00,$467.50,NA,Aquabiodomus nitratireducens,NL21 [DSM 15645],1,freeze-dried,ATCC  18: Trypticase Soy Agar/Broth,Temperature: 30.0Celsius Atmosphere: Aerobic,2Celsius  to 8Celsius,NA,NA,NA,https://www.atcc.org/~/ps/BAA-762.ashx
Halomonas boliviensis Quillaguamán et al. (ATCC BAA-760),$550.00,$467.50,NA,Halomonas boliviensis,LC2 [DSM 15517],1,freeze-dried,ATCC  1097: Halomonas medium,Temperature: 30.0Celsius Atmosphere: Aerobic,2Celsius  to 8Celsius,NA,NA,NA,https://www.atcc.org/~/ps/BAA-760.ashx
Chromohalobacter sarecensis Quillaguamán et al. (ATCC BAA-761),$550.00,$467.50,NA,Chromohalobacter sarecii,"LV4 [CCUG 47987, DSM 15547]",1,freeze-dried,ATCC  1097: Halomonas medium,Temperature: 30.0Celsius Atmosphere: Aerobic,NA,NA,NA,NA,https://www.atcc.org/~/ps/BAA-761.ashx
Trichococcus patagoniensis Pikuta et al. (ATCC BAA-756),$550.00,$467.50,NA,Lactosphaera sp.,PmagG1,1,freeze-dried,ATCC  44: Brain Heart Infusion Agar/Broth,"Atmosphere: nitrogen (N2), 100%Temperature: 20.0Celsius Atmosphere: Anaerobic",NA,NA,NA,NA,https://www.atcc.org/~/ps/BAA-756.ashx
Halosimplex carlsbadense Vreeland et al. (ATCC BAA-75),$550.00,$467.50,NA,Halosimplex carlsbadensis,2-9-1 [JCM 11222],1,freeze-dried,ATCC  2235: PG medium for Halosimplex,Temperature: 40.0Celsius Atmosphere: Aerobic with shaking,NA,NA,NA,Biotechnology,https://www.atcc.org/~/ps/BAA-75.ashx
Psychroflexus tropicus (ATCC BAA-734),$550.00,$467.50,NA,NA,LA1,1,freeze-dried,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 30.0Celsius Atmosphere: Aerobic,NA,NA,NA,NA,https://www.atcc.org/~/ps/BAA-734.ashx
Selenihalanaerobacter shriftii Blum et al. (ATCC BAA-73),$550.00,$467.50,NA,Selenohalobacter shriftii,DSSe1,1,frozen,ATCC  2264: Selenohalobacter shriftii medium,Temperature: 30.0Celsius Atmosphere: Anaerobic,NA,NA,NA,Reduces selenic acid selenateBiotechnology,https://www.atcc.org/~/ps/BAA-73.ashx
