Mycobacterium tuberculosis bacteriophage LG (ATCC 25618-B1),"$1,159.00",$985.15,NA,LG,LG,3,NA,NA,NA,NA,NA,NA,NA,https://www.atcc.org/en/My_Profile.aspx?sc_device=modal&streamfile=/~/ps/25618-B1.ashx&reloadafterclose=true
Yersinia pseudotuberculosis bacteriophage PST (ATCC 23207-B1),$550.00,$467.50,NA,PST,PST,1,freeze-dried,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/23207-B1.ashx
Escherichia coli bacteriophage Z1K/1 (ATCC 25298-B1),$550.00,$467.50,NA,Z1K/1,ZlK/1,1,freeze-dried,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/25298-B1.ashx
Escherichia coli bacteriophage ZJ/2 (ATCC 25298-B2),$550.00,$467.50,NA,ZJ/2,ZJ/2,1,freeze-dried,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/25298-B2.ashx
Rhizobium radiobacter bacteriophage PR-590a (ATCC 25235-B1),$550.00,$467.50,NA,PR-590a,PR-590a,1,freeze-dried,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/25235-B1.ashx
Escherichia coli bacteriophage lambda sus O-8 (ATCC 23724-B6),$550.00,$467.50,NA,lambda sus O-8,Lambda sus O-8,1,freeze-dried,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/23724-B6.ashx
Escherichia coli bacteriophage lambda sus r-5 (ATCC 23724-B4),$550.00,$467.50,NA,lambda sus R-5,Lambda sus R-5,1,freeze-dried,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/23724-B4.ashx
Staphylococcus aureus subsp. aureus bacteriophage 15 [S6] (ATCC 23360-B1),$550.00,$467.50,NA,S6,15 [S6],1,freeze-dried,ATCC  1831: Nutrient Broth/Agar w/ 400ug/ml Calcium Chloride,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live   Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/23360-B1.ashx
57 (ATCC 23355-B1),$550.00,$467.50,NA,NA,57,1,freeze-dried,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/23355-B1.ashx
Shigella sp. bacteriophage 37 (ATCC 23354-B1),$550.00,$467.50,NA,37,37,1,freeze-dried,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/23354-B1.ashx
Shigella dysenteriae bacteriophage 2 (ATCC 23351-B1),$550.00,$467.50,NA,2,2,1,freeze-dried,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/23351-B1.ashx
Rhizobium radiobacter bacteriophage PB2 (ATCC 23341-B1),$550.00,$467.50,NA,PB2,PB2,1,freeze-dried,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/23341-B1.ashx
Listeria monocytogenes bacteriophage 243 (ATCC 23074-B1),$550.00,$467.50,NA,243,243,1,freeze-dried,NA,NA,NA,NA,NA,Detection of,https://www.atcc.org/~/ps/23074-B1.ashx
Bacillus subtilis bacteriophage SP 10 (ATCC 23059-B1),$550.00,$467.50,NA,SP 10,SP 10 [SP10],1,frozen,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/23059-B1.ashx
Escherichia coli bacteriophage MU9 (ATCC 21816-B1),$550.00,$467.50,NA,MU9,MU9,1,freeze-dried,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/21816-B1.ashx
Enterococcus sp. bacteriophage 120 (ATCC 19952-B1),$550.00,$467.50,NA,120,120,1,freeze-dried,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/19952-B1.ashx
Salmonella enterica subsp. enterica serovar Typhi bacteriophage 46 (ATCC 19942-B1),$550.00,$467.50,NA,46,46,1,frozen,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/19942-B1.ashx
Leeuwenhoekiella marinoflava bacteriophage P/SW1/a [NCMB 384] (ATCC 19326-B1),$550.00,$467.50,NA,P/SW1/a,P/SW1/a [NCMB 384],1,freeze-dried,ATCC  160: Seawater yeast extract agar,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/19326-B1.ashx
Plectonema boryanum bacteriophage LPP-2 (ATCC 18200-B2),$550.00,$467.50,NA,LPP-2,"LPP-2, strain SPI",1,freeze-dried,ATCC  341: CHU #10 medium,Temperature: 26Celsius Atmosphere: Aerobic under 150 foot candles of light,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,Characterization,https://www.atcc.org/~/ps/18200-B2.ashx
Plectonema boryanum bacteriophage LPP-1 (ATCC 18200-B1),$550.00,$467.50,NA,LPP-1,LPP-1 [ATCC 15581-B1],1,freeze-dried,ATCC  341: CHU #10 medium,"Temperature: 26Celsius 
Atmosphere: Aerobic under 150 foot candles of light",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,Characterization,https://www.atcc.org/~/ps/18200-B1.ashx
Clostridium sporogenes bacteriophage 72-L (ATCC 17886-B6),$550.00,$467.50,NA,72-L,72-L,1,freeze-dried,ATCC  51: AC Broth,"Temperature: 37Celsius 
Atmosphere: Anaerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/17886-B6.ashx
Clostridium sporogenes bacteriophage 72-S (ATCC 17886-B5),$550.00,$467.50,NA,72-S,72-S,1,freeze-dried,ATCC  51: AC Broth,"Temperature: 37Celsius 
Atmosphere: Anaerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/17886-B5.ashx
Clostridium sporogenes bacteriophage 70 (ATCC 17886-B3),$550.00,$467.50,NA,70,70,1,freeze-dried,ATCC  51: AC Broth,"Temperature: 37Celsius 
Atmosphere: Anaerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/17886-B3.ashx
Clostridium sporogenes bacteriophage 59 (ATCC 17886-B1),$550.00,$467.50,NA,59,59,1,freeze-dried,ATCC  51: AC Broth,"Temperature: 37Celsius 
Atmosphere: Anaerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/17886-B1.ashx
Escherichia coli bacteriophage Ox6 (ATCC 15593-B1),$550.00,$467.50,NA,Ox6 bacteriophage,Ox6,1,frozen,ATCC  270: Nutrient agar with NaCl and sodium citrate,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/15593-B1.ashx
Erwinia amylovora bacteriophage 4S (ATCC 19383-B2),$550.00,$467.50,NA,4S,4S,1,freeze-dried,ATCC  272: Nutrient glucose medium,Temperature: 28Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/19383-B2.ashx
Bacillus subtilis bacteriophage SP8 (ATCC 15563-B1),$550.00,$467.50,NA,SP8 bacteriophage,SP8,1,frozen,ATCC  648: Penassay broth (Antibiotic  3)  with 0.001 M Mg++,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/15563-B1.ashx
Pseudomonas aeruginosa bacteriophage B3 (ATCC 15692-B1),$550.00,$467.50,NA,B3,B3,1,freeze-dried,ATCC  129: Nutrient agar/stabs/broth with 0.5% NaCl,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/15692-B1.ashx
Mycobacterium vaccae bacteriophage B5 (ATCC 15483-B1),$550.00,$467.50,NA,B5,B5,1,NA,"ATCC  1395: Middlebrook 7H9 broth with ADC enrichment
ATCC  173: Middlebrook 7H10 agar with Middlebrook OADC enrichment",Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/15483-B1.ashx
Pseudomonas aeruginosa bacteriophage 44 (ATCC 14209-B1),$550.00,$467.50,NA,44,44,1,freeze-dried,ATCC  1325: Berk’s,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/14209-B1.ashx
Pseudomonas aeruginosa bacteriophage 109 (ATCC 14212-B1),$550.00,$467.50,NA,109,109,1,frozen,ATCC  44: Brain Heart Infusion Agar/Broth,"Temperature: 37Celsius Atmosphere: 

Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to   8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/14212-B1.ashx
Pseudomonas aeruginosa bacteriophage 95 (ATCC 14211-B1),$550.00,$467.50,NA,95,95,1,freeze-dried,ATCC  44: Brain Heart Infusion Agar/Broth,"Temperature: 37Celsius Atmosphere: 

Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/14211-B1.ashx
Pseudomonas aeruginosa bacteriophage 73 (ATCC 14210-B1),$550.00,$467.50,NA,73,73,1,frozen,ATCC  44: Brain Heart Infusion Agar/Broth,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/14210-B1.ashx
Pseudomonas aeruginosa bacteriophage 24 (ATCC 14207-B1),$550.00,$467.50,NA,24,24,1,frozen,ATCC  44: Brain Heart Infusion Agar/Broth,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/14207-B1.ashx
Pseudomonas aeruginosa bacteriophage 16 (ATCC 14206-B1),$550.00,$467.50,NA,16,16,1,frozen,ATCC  44: Brain Heart Infusion Agar/Broth,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/14206-B1.ashx
Shigella flexneri bacteriophage D20 (ATCC 12661-B1),$550.00,$467.50,NA,D20,D20,1,freeze-dried,ATCC  129: Nutrient agar/stabs/broth with 0.5% NaCl,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/12661-B1.ashx
Pseudomonas putida bacteriophage gh-1 (ATCC 12633-B1),$550.00,$467.50,NA,gh-1,gh-1,1,freeze-dried,ATCC  3: Nutrient agar or nutrient broth,Temperature: 26Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/12633-B1.ashx
Streptococcus sp. bacteriophage 1B (ATCC 12170-B1),$550.00,$467.50,NA,1B,Enterococcus phage 1B,1,freeze-dried,ATCC  265: Enriched nutrient broth,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/12170-B1.ashx
Escherichia coli bacteriophage 6C (ATCC 12144-B4),$550.00,$467.50,NA,6C,6C,1,freeze-dried,ATCC  365: Starch agar medium for Pseudomonas,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/12144-B4.ashx
Escherichia coli bacteriophage 8 (ATCC 12144-B2),$550.00,$467.50,NA,8,8,1,freeze-dried,ATCC  265: Enriched nutrient broth,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/12144-B2.ashx
Escherichia coli bacteriophage 49B (ATCC 12142-B1),$550.00,$467.50,NA,49B,49B,1,freeze-dried,ATCC  265: Enriched nutrient broth,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/12142-B1.ashx
Escherichia coli bacteriophage 5 (ATCC 12141-B1),$550.00,$467.50,NA,5,5,1,frozen,ATCC  265: Enriched nutrient broth,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation   Section,NA,NA,NA,https://www.atcc.org/~/ps/12141-B1.ashx
Escherichia coli bacteriophage 24B (ATCC 12142-B2),$550.00,$467.50,NA,24B,24B,1,freeze-dried,ATCC  265: Enriched nutrient broth,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/12142-B2.ashx
Escherichia coli bacteriophage FCZ (ATCC 12142-B5),$550.00,$467.50,NA,FCZ,FCZ,1,freeze-dried,ATCC  265: Enriched nutrient broth,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/12142-B5.ashx
Escherichia coli bacteriophage 53 alpha (ATCC 12142-B4),$550.00,$467.50,NA,53 alpha,53 alpha,1,freeze-dried,ATCC  265: Enriched nutrient broth,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/12142-B4.ashx
Streptococcus sp. bacteriophage 1A (ATCC 12169-B1),$550.00,$467.50,NA,1A,Enterococcus phage 1A,1,freeze-dried,ATCC  265: Enriched nutrient broth,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/12169-B1.ashx
Paenibacillus polymyxa bacteriophage C (ATCC 12060-B3),$550.00,$467.50,NA,C,C,1,frozen,ATCC  265: Enriched nutrient broth,Temperature: 26Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation   Section,NA,NA,NA,https://www.atcc.org/~/ps/12060-B3.ashx
Pseudomonas aeruginosa bacteriophage Pc (ATCC 12055-B3),$550.00,$467.50,NA,Pc,Pc,1,freeze-dried,ATCC  3: Nutrient agar or nutrient broth,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to   8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/12055-B3.ashx
Paenibacillus polymyxa bacteriophage D (ATCC 12060-B4),$550.00,$467.50,NA,D,D,1,frozen,ATCC  265: Enriched nutrient broth,Temperature: 26Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation   Section,NA,NA,NA,https://www.atcc.org/~/ps/12060-B4.ashx
Paenibacillus polymyxa bacteriophage A (ATCC 12060-B1),$550.00,$467.50,NA,A,A,1,freeze-dried,ATCC  265: Enriched nutrient broth,Temperature: 26Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation   Section,NA,NA,NA,https://www.atcc.org/~/ps/12060-B1.ashx
Pseudomonas aeruginosa bacteriophage Pb (ATCC 12055-B2),$550.00,$467.50,NA,Pb,Pb,1,freeze-dried,ATCC  3: Nutrient agar or nutrient broth,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to   8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/12055-B2.ashx
Pseudomonas aeruginosa bacteriophage Pa (ATCC 12055-B1),$550.00,$467.50,NA,Pa,Pa,1,freeze-dried,ATCC  3: Nutrient agar or nutrient broth,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to   8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/12055-B1.ashx
Bacillus mycoides bacteriophage (ATCC 11986-B1),$550.00,$467.50,NA,Bacillus mycoides phage,NA,1,freeze-dried,ATCC  254: Heart Infusion Agar/Broth,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/11986-B1.ashx
Streptomyces griseus subsp. griseus bacteriophage 22653 (ATCC 11984-B1),$550.00,$467.50,NA,22653,22653 [Carvajal's strain 1],1,freeze-dried,"ATCC  196: Yeast malt extract agar
ATCC  1877: ISP  1",Temperature: 26Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/11984-B1.ashx
Mycobacterium sp. bacteriophage (ATCC 11761-B1),$550.00,$467.50,NA,Mycobacterium sp. phage,NA,2,freeze-dried,"ATCC  1395: Middlebrook 7H9 broth with ADC enrichment
ATCC  173: Middlebrook 7H10 agar with Middlebrook OADC enrichment",Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/11761-B1.ashx
Mycobacterium phlei bacteriophage (ATCC 11728-B1),$550.00,$467.50,NA,Mycobacterium phlei phage,NA,2,freeze-dried,"ATCC  173: Middlebrook 7H10 agar with Middlebrook OADC enrichment
ATCC  1395: Middlebrook 7H9 broth with ADC enrichment
ATCC  90: Lowenstein Jenson medium",Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/11728-B1.ashx
Lactococcus lactis subsp. cremoris bacteriphage w (ATCC 11603-B1),$550.00,$467.50,NA,w,W,1,frozen,ATCC  33: Tomato juice agar,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/11603-B1.ashx
Escherichia coli bacteriophage C33 (ATCC 11303-B21),$550.00,$467.50,NA,C33,C33,1,freeze-dried,ATCC  129: Nutrient agar/stabs/broth with 0.5% NaCl,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/11303-B21.ashx
Escherichia coli bacteriophage 184 (ATCC 11303-B19),$550.00,$467.50,NA,184,184,1,freeze-dried,ATCC  129: Nutrient agar/stabs/broth with 0.5% NaCl,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/11303-B19.ashx
Escherichia coli bacteriophage G178 (ATCC 11303-B16),$550.00,$467.50,NA,G178,G178,1,freeze-dried,ATCC  129: Nutrient agar/stabs/broth with 0.5% NaCl,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/11303-B16.ashx
Escherichia coli bacteriophage C204 (ATCC 11303-B13),$550.00,$467.50,NA,C204,C204,1,freeze-dried,ATCC  129: Nutrient agar/stabs/broth with 0.5% NaCl,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/11303-B13.ashx
Escherichia coli bacteriophage BG3 (ATCC 11303-B10),$550.00,$467.50,NA,BG3,BG3,1,freeze-dried,ATCC  129: Nutrient agar/stabs/broth with 0.5% NaCl,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/11303-B10.ashx
Xanthomonas arboricola pathovar pruni bacteriophage XP2 (ATCC 10016-B2),$550.00,$467.50,NA,XP2,XP2,1,frozen,ATCC  129: Nutrient agar/stabs/broth with 0.5% NaCl,Temperature: 30Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/10016-B2.ashx
Xanthomonas arboricola pathovar pruni bacteriophage XP1 (ATCC 10016-B1),$550.00,$467.50,NA,XP1,XP1,1,frozen,ATCC  129: Nutrient agar/stabs/broth with 0.5% NaCl,Temperature: 30Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/10016-B1.ashx
Klebsiella pneumoniae subsp. pneumoniae bacteriophage 92 (ATCC 23357-B1),$550.00,$467.50,NA,92,92,1,frozen,ATCC  3: Nutrient agar or nutrient broth,"Temperature: 37Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/23357-B1.ashx
Klebsiella pneumoniae subsp. pneumoniae bacteriophage 60 (ATCC 23356-B1),$550.00,$467.50,NA,60,60,1,frozen,ATCC  3: Nutrient agar or nutrient broth,"Temperature: 37Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/23356-B1.ashx
Staphylococcus aureus subsp. aureus bacteriophage P14 (ATCC 11988-B1),$550.00,$467.50,NA,P14,P14,1,freeze-dried,ATCC  265: Enriched nutrient broth,Temperature: 37Celsius Atmosphere: Aerobic,Store filtrate at 4Celsius . Storage at -20Celsius  may cause inactivation of the phage.,NA,NA,NA,https://www.atcc.org/~/ps/11988-B1.ashx
Streptococcus pyogenes bacteriophage A6 (ATCC 12203-B1),$550.00,$467.50,NA,A6,A6,1,freeze-dried,ATCC  235: Todd-Hewitt broth,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/12203-B1.ashx
Staphylococcus aureus subsp. aureus bacteriophage CDC 83A (ATCC 27706-B1),$550.00,$467.50,NA,CDC 83A,CDC 83A,1,freeze-dried,ATCC  1831: Nutrient Broth/Agar w/ 400ug/ml Calcium Chloride,Temperature: 37Celsius Atmosphere: Aerobic,Store filtrate at 4Celsius .  Storage at 20Celsius  may cause inactivation of the phage.,NA,NA,NA,https://www.atcc.org/~/ps/27706-B1.ashx
Staphylococcus aureus subsp. aureus bacteriophage CDC 79 (ATCC 27693-B2),$550.00,$467.50,NA,CDC 79,CDC 79,1,freeze-dried,ATCC  1831: Nutrient Broth/Agar w/ 400ug/ml Calcium Chloride,Temperature: 37Celsius Atmosphere: Aerobic,Store filtrate at 4Celsius .  Storage at 20Celsius  may cause inactivation of the phage.,NA,NA,NA,https://www.atcc.org/~/ps/27693-B2.ashx
Pseudomonas fluorescens bacteriophage phi-S1 (ATCC 27663-B1),$376.00,$319.60,NA,phi-S1,Phi-S1,1,freeze-dried,ATCC  691: Pseudomonas phage medium,"Temperature: 26Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/27663-B1.ashx
Staphylococcus aureus subsp. aureus bacteriophage 6 (ATCC 27704-B1),$550.00,$467.50,NA,6,6,1,freeze-dried,ATCC  1831: Nutrient Broth/Agar w/ 400ug/ml Calcium Chloride,Temperature: 37Celsius Atmosphere: Aerobic,Store filtrate at 4Celsius .  Storage at 20Celsius  may cause inactivation of the phage.,NA,NA,NA,https://www.atcc.org/~/ps/27704-B1.ashx
Escherichia coli bacteriophage T4 (ATCC 11303-B40),$550.00,$467.50,NA,T4,"T4 rII PT1, partial deletion rII",1,freeze-dried,ATCC  129: Nutrient agar/stabs/broth with 0.5% NaCl,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/11303-B40.ashx
Escherichia coli bacteriophage T4 (ATCC 11303-B39),$550.00,$467.50,NA,T4,"T4 rIIa 44, rIIA mutant",1,freeze-dried,ATCC  129: Nutrient agar/stabs/broth with 0.5% NaCl,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/11303-B39.ashx
Escherichia coli bacteriophage r638 (ATCC 11303-B36),$550.00,$467.50,NA,r638,r638,1,freeze-dried,ATCC  129: Nutrient agar/stabs/broth with 0.5% NaCl,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/11303-B36.ashx
Escherichia coli bacteriophage r187 (ATCC 11303-B35),$550.00,$467.50,NA,r187,r187,1,freeze-dried,ATCC  129: Nutrient agar/stabs/broth with 0.5% NaCl,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/11303-B35.ashx
Escherichia coli bacteriophage rJ3 (ATCC 11303-B31),$550.00,$467.50,NA,rJ3,rJ3,1,freeze-dried,ATCC  129: Nutrient agar/stabs/broth with 0.5% NaCl,Temperature: 37Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,NA,NA,NA,https://www.atcc.org/~/ps/11303-B31.ashx
