,match,0
29982426,0,ATCC 33209 
29982426,1,ATCC 33209 
29982426,2,ATCC 33209 
29978111,0,ATCC 11303 
29977829,0,ATCC 25922 
29977829,1,ATCC 43300 
29977829,2,ATCC 25922 
29977829,3,ATCC 43300 
29976645,0,ATCC 25586 
29976645,1,ATCC 23726 
29976645,2,ATCC 25586 
29976139,0,ATCC 17802 
29974354,0,ATCC 31612 
29968851,0,ATCC 33591 
29967593,0,ATCC 393 
29966671,0,ATCC 25922 
29966671,1,ATCC 25923 
29962799,0,ATCC  
29962799,1,ATCC strains 
29962799,2,ATCC strains 
29962341,0,ATCC Breast 
29956124,0,ATCC 10231 
29956124,1,ATCC 16404 
29956124,2,ATCC 60836 
29956124,3,ATCC 96918 
29956124,4,ATCC 10231 
29956124,5,ATCC 16404 
29956124,6,ATCC 10231 
29956124,7,ATCC 16404 
29954894,0,ATCC 43845 
29954143,0,ATCC Candida 
29953436,0,ATCC kits 
29953436,1,ATCC genotyped 
29953436,2,ATCC  
29953436,3,ATCC kit 
29952275,0,ATCC no 
29952275,1,ATCC no 
29952275,2,ATCC no 
29951087,0,ATCC 11778 
29945177,0,ATCC 25922 
29945177,1,ATCC 13076 
29945177,2,ATCC 29213 
29944997,0,ATCC 31382 
29944936,0,ATCC 23877 
29944934,0,ATCC 28188 
29944889,0,ATCC VR734 
29944094,0,ATCC 700248 
29943359,0,ATCC 29403 
29942354,0,ATCC 43526 
29942354,1,ATCC 43526 
29942354,2,ATCC 43526 
29942354,3,ATCC 43526 
29942354,4,ATCC 43526 
29942291,0,ATCC 27782 
29934333,0,ATCC 39723 
29933731,0,ATCC 23456 
29933729,0,ATCC 35984 
29933729,1,ATCC 12228 
29933729,2,ATCC 35984 
29933729,3,ATCC 12228 
29930075,0,ATCC 186 
29930075,1,ATCC 516 
29930075,2,ATCC 49321 
29929056,0,ATCC  
29923277,0,ATCC  
29923277,1,ATCC and 
29923151,0,ATCC  
29923149,0,ATCC 31821 
29923077,0,ATCC 11506 
29922961,0,ATCC 25923 
29915703,0,ATCC 2001 
29913383,0,ATCC 22019 
29912158,0,ATCC 33535 
29908915,0,ATCC 17978 
29902105,0,ATCC 19606 
29900537,0,ATCC W83K1 
29899248,0,ATCC 33291 
29898432,0,ATCC 10324 
29897252,0,ATCC 6633 
29896651,0,ATCC 25618 
29896523,0,ATCC 14579 
29892147,0,ATCC 10231 
29891547,0,ATCC 17978 
29891547,1,ATCC 17978 
29891547,2,ATCC 17978 
29887974,0,ATCC  
29887974,1,ATCC 96901 
29887974,2,ATCC 2001 
29887974,3,ATCC 200918 
29883701,0,ATCC 23767 
29883383,0,ATCC 4342 
29882594,0,ATCC 35051 
29882027,0,ATCC 9642 
29882027,1,ATCC 11797 
29882027,2,ATCC 16021 
29882027,3,ATCC 9645 
29882027,4,ATCC 16023 
29882027,5,ATCC 16021 
29881703,0,ATCC 39 
29881432,0,ATCC 39392 
29881432,1,ATCC 29521 
29881432,2,ATCC 7469 
29881432,3,ATCC 15703 
29876603,0,ATCC 13032 
29876371,0,ATCC 10987 
29876118,0,ATCC 25922 
29876118,1,ATCC 25922 
29875743,0,ATCC 17978 
29875557,0,ATCC 29212 
29875557,1,ATCC 90028 
29871920,0,ATCC 51142 
29869093,0,ATCC 33591 
29869093,1,ATCC 35984 
29868500,0,ATCC 12472 
29868163,0,ATCC 10 
29868163,1,ATCC 7469 
29868163,2,ATCC 10012 
29868163,3,ATCC 7469 
29867824,0,ATCC 700689 
29867797,0,ATCC 29212 
29866009,0,ATCC strains 
29866009,1,ATCC  
29866009,2,ATCC S 
29865236,0,ATCC 13883 
29863990,0,ATCC  
29859278,0,ATCC 25923 
29859278,1,ATCC 25972 
29858620,0,ATCC 31565 
29858620,1,ATCC 31565 
29858563,0,ATCC  
29855844,0,ATCC 27756 
29855844,1,ATCC 29176 
29855844,2,ATCC 27756 
29855844,3,ATCC 29149T 
29853088,0,ATCC 8739 
29853088,1,ATCC 25923 
29851358,0,ATCC 14028 
29848937,0,ATCC strains 
29847738,0,ATCC 29213 
29847581,0,ATCC 13047 
29846391,0,ATCC 29212 
29846391,1,ATCC 4083 
29846391,2,ATCC 29212 
29846391,3,ATCC 4083 
29846391,4,ATCC 4083 
31865290,0,ATCC 19214 
29807235,0,ATCC 25175 
29807083,0,ATCC 31382 
29805014,0,ATCC 393 
29804222,0,ATCC 51468 
29801517,0,ATCC  
29801517,1,ATCC  
29800836,0,ATCC 11229 
29800836,1,ATCC 25922 
29800836,2,ATCC 15597 
29800836,3,ATCC 15597 
29800836,4,ATCC 25922 
29800836,5,ATCC 25922 
29800699,0,ATCC 51329 
29798930,0,ATCC 31213 
29795550,0,ATCC 14917 
29795550,1,ATCC 14917 
29795550,2,ATCC 14917 
29795550,3,ATCC 14917 
29795550,4,ATCC 14917 
29792438,0,ATCC 9029 
29785688,0,ATCC 26921 
29785634,0,ATCC 29413 
29784861,0,ATCC 14028 
29784856,0,ATCC 9857 
29782697,0,ATCC 47076 
29782674,0,ATCC 27551 
29778795,0,ATCC 25755 
29773625,0,ATCC 49168 
29773625,1,ATCC 43959 
29773508,0,ATCC 20624 
29773508,1,ATCC 20624 
29773506,0,ATCC 29212 
29773073,0,ATCC 31831 
29773010,0,ATCC 607 
29772647,0,ATCC 25923 
29772647,1,ATCC 43300 
29772475,0,ATCC 10536 
29771236,0,ATCC 43300 
29771236,1,ATCC 35984 
29770172,0,ATCC 27853 
29770172,1,ATCC 51299 
29768253,0,ATCC 42023 
29768253,1,ATCC 42023 
29768253,2,ATCC 42023 
29768253,3,ATCC 42023 
29767711,0,ATCC 25922 
29767711,1,ATCC and 
29766331,0,ATCC 13032 
29766243,0,ATCC 39116 
29765781,0,ATCC 25922 
29763729,0,ATCC 3502 
29763729,1,ATCC 3502 
29763729,2,ATCC 3502 
29762885,0,ATCC 23729 
29762885,1,ATCC 23769 
29762266,0,ATCC 53103 
29758313,0,ATCC and 
29758313,1,ATCC  
29758310,0,ATCC strains 
29752674,0,ATCC 17400 
29752109,0,ATCC CCL 
29752109,1,ATCC CCL 
29751685,0,ATCC 314 
29751685,1,ATCC 314 
29751685,2,ATCC 314 
29751685,3,ATCC 314 
29750823,0,ATCC 17978 
29750823,1,ATCC 17978 
29750823,2,ATCC 17978 
29750823,3,ATCC 17978 
29747442,0,ATCC 4356 
29747062,0,ATCC 4356 
29745868,0,ATCC 29799 
29745868,1,ATCC 29863 
29739601,0,ATCC 27414 
29739390,0,ATCC 25175 
29738292,0,ATCC 27853 
32995512,0,ATCC 12633 
29735829,0,ATCC strain 
29734701,0,ATCC 15245 
29733942,0,ATCC 14468 
29730508,0,ATCC 8014 
29728390,0,ATCC 6538 
29728384,0,ATCC 25795 
29721312,0,ATCC 29212 
29727712,0,ATCC 20542 
29726711,0,ATCC 29906 
29725499,0,ATCC 700616 
29725499,1,ATCC 700617 
29724836,0,ATCC 33825 
29724827,0,ATCC 12892 
29723546,0,ATCC 12633 
29723546,1,ATCC 12633 
29722184,0,ATCC 43300 
29722184,1,ATCC 29213 
29722184,2,ATCC 25922 
29712652,0,ATCC 43816 
29712652,1,ATCC 13883 
29710862,0,ATCC 25922 
29708847,0,ATCC  
29707011,0,ATCC 29212 
29706336,0,ATCC 49025 
29705954,0,ATCC 17895 
29702266,0,ATCC 13950 
29702266,1,ATCC 13950 
29700161,0,ATCC 17759 
29700161,1,ATCC 17759 
29698753,0,ATCC 19111 
29698753,1,ATCC 15442 
29697293,0,ATCC 25 
29696516,0,ATCC 14028 
29695049,0,ATCC 25922 
29695049,1,ATCC 25922 
29695049,2,ATCC 25922 
29694430,0,ATCC 10988 
29692959,0,ATCC 29212 
29692959,1,ATCC 90028 
29690557,0,ATCC 26185 
29690557,1,ATCC 26185 
29687371,0,ATCC 15834 
29686657,0,ATCC 27294 
29686657,1,ATCC 35822 
29686657,2,ATCC 35838 
29684540,0,ATCC  
29684540,1,ATCC  
29684540,2,ATCC  
29684540,3,ATCC  
29684540,4,ATCC  
29682170,0,ATCC 700618 
29681403,0,ATCC 19435 
29681403,1,ATCC 19435 
29681403,2,ATCC 19435 
29681403,3,ATCC 19435 
29679886,0,ATCC 25175 
29679451,0,ATCC 27294 
29678922,0,ATCC 13124 
29678786,0,ATCC recommendations 
29678262,0,ATCC strains 
29677440,0,ATCC 43888 
29675568,0,ATCC 9950 
29674553,0,ATCC 29989 
29674129,0,ATCC  
29673789,0,ATCC 35021 
29673195,0,ATCC 25922 
29669961,0,ATCC 25175 
29669961,1,ATCC 10556 
29669961,2,ATCC 10558 
29667430,0,ATCC 14579 
29667430,1,ATCC 14579 
29665368,0,ATCC 14028 
29665368,1,ATCC 14035 
29665368,2,ATCC 43300 
29665368,3,ATCC 10231 
29662736,0,ATCC 51299 
29661860,0,ATCC 17978 
29661860,1,ATCC 17978 
29661860,2,ATCC 17978 
29661860,3,ATCC 17978 
29661300,0,ATCC 6538 
29657432,0,ATCC and 
29657432,1,ATCC  
29657432,2,ATCC  
29654556,0,ATCC 14869 
29653313,0,ATCC 21175 
29651434,0,ATCC 25922 
29651434,1,ATCC 14028 
29644014,0,ATCC 11303 
29642832,0,ATCC 14028 
29642369,0,ATCC 29213 
29642369,1,ATCC 25922 
29641534,0,ATCC  
29638210,0,ATCC 13637 
29638177,0,ATCC 19606 
29636748,0,ATCC 11845 
29636009,0,ATCC 824 
29633638,0,ATCC 9338 
29633638,1,ATCC 7469T 
29633635,0,ATCC 15703 
29633635,1,ATCC 15703 
29633635,2,ATCC 15703 
29633635,3,ATCC 15703 
29633635,4,ATCC 15703 
29633635,5,ATCC 15703 
29627251,0,ATCC 11842 
29627251,1,ATCC 11842 
29626527,0,ATCC 90028 
29624906,0,ATCC 29133 
29624805,0,ATCC 16404 
29624805,1,ATCC 16404 
29621136,0,ATCC 39727 
29619676,0,ATCC 12453 
29619676,1,ATCC 14028 
29619676,2,ATCC 25922 
29618449,0,ATCC H37Rv 
29618236,0,ATCC 25922 
29617329,0,ATCC 24433 
29617329,1,ATCC 6258 
29617329,2,ATCC 22019 
29617329,3,ATCC 90030 
29616893,0,ATCC 17505 
29616893,1,ATCC 17505 
29608918,0,ATCC 30254 
29606774,0,ATCC 19434 
29606774,1,ATCC 13813 
29605628,0,ATCC 19433 
29604574,0,ATCC 50224 
29603034,0,ATCC 25922 
29603034,1,ATCC 27583 
29603034,2,ATCC 700603 
29603034,3,ATCC 27853 
29603034,4,ATCC 700603 
29602983,0,ATCC 27952 
29597255,0,ATCC 25923 
31829996,0,ATCC 700669 
29597137,0,ATCC 43895 
29595338,0,ATCC 25922 
29595338,1,ATCC 25923 
29590084,0,ATCC 25923 
29589176,0,ATCC 18804 
29587897,0,ATCC  
29587897,1,ATCC 27853 
29587645,0,ATCC 6633 
29587452,0,ATCC 15834 
29587452,1,ATCC 15834 
29581066,0,ATCC 35984 
29581066,1,ATCC 25922 
29580512,0,ATCC 14028 
29579987,0,ATCC 35218 
29579987,1,ATCC 35218 
29577952,0,ATCC 6538P 
29577952,1,ATCC 14458 
29577952,2,ATCC 12228 
29577952,3,ATCC 6538P 
29577952,4,ATCC 14458 
29575790,0,ATCC 19606 
29575393,0,ATCC 14028 
29575393,1,ATCC 25922 
29575393,2,ATCC 27853 
29575393,3,ATCC 25923 
29575393,4,ATCC 11778 
29574906,0,ATCC 2223 
29574906,1,ATCC 11827 
29574290,0,ATCC 29213 
29573725,0,ATCC 27893 
29573518,0,ATCC 9046 
29572237,0,ATCC 35704 
29572237,1,ATCC 35704 
29571954,0,ATCC 29212 
29570907,0,ATCC PTA 
29568465,0,ATCC 33591 
29568291,0,ATCC 19095 
29568291,1,ATCC 4083 
29568291,2,ATCC 9027 
29568291,3,ATCC 62342 
29567518,0,ATCC 27294 
29567501,0,ATCC 4356 
29567501,1,ATCC 4356 
29564238,0,ATCC strains 
29563969,0,ATCC 32222 
29554741,0,ATCC 6538 
29554119,0,ATCC 90028 
29554105,0,ATCC 19606 
29554105,1,ATCC 19606 
29553809,0,ATCC 25175 
29553809,1,ATCC 10953 
29553266,0,ATCC and 
29551999,0,ATCC 29212 
29551999,1,ATCC 51575 
29551999,2,ATCC 10145 
29551999,3,ATCC 27853 
29551999,4,ATCC reference 
29551445,0,ATCC 12228 
29550501,0,ATCC 29212 
29550501,1,ATCC 25923 
29550501,2,ATCC 27851 
29550501,3,ATCC 12228 
29550501,4,ATCC 25922 
29550501,5,ATCC 27853 
29550501,6,ATCC 15442 
29550501,7,ATCC 15290 
29550501,8,ATCC 14756 
29550501,9,ATCC 4352 
29550501,10,ATCC 23355 
29550501,11,ATCC 15442 
29550501,12,ATCC 15442 
29550501,13,ATCC 25922 
29550501,14,ATCC 27853 
29550501,15,ATCC 15442 
31294211,0,ATCC strains 
29545296,0,ATCC 700414 
29544761,0,ATCC 25923 
29541952,0,ATCC 29213 
29541952,1,ATCC 10400 
29541952,2,ATCC 2091 
29539884,0,ATCC 14580 
29535391,0,ATCC 12478 
29535205,0,ATCC 8482 
29532415,0,ATCC 35914 
29530530,0,ATCC 13311 
29530530,1,ATCC 27137 
29530530,2,ATCC 27853 
29530530,3,ATCC 29905 
29529329,0,ATCC 50594 
29528808,0,ATCC 19411 
29527447,0,ATCC 42464 
29526221,0,ATCC 39073 
29526221,1,ATCC 39073 
29526221,2,ATCC 39073 
29526217,0,ATCC 8739 
29526203,0,ATCC 29213 
29524729,0,ATCC 25923 
29524591,0,ATCC 35150 
29524547,0,ATCC 27853 
29523997,0,ATCC 15439 
29523132,0,ATCC 29473 
29518930,0,ATCC 10231 
29518930,1,ATCC 6260 
29518930,2,ATCC 6358 
29518533,0,ATCC 43593 
29518462,0,ATCC 12633 
29516954,0,ATCC and 
29515535,0,ATCC 19703 
29515530,0,ATCC 11578 
29515530,1,ATCC 19039 
29515530,2,ATCC 11578 
29515320,0,ATCC 29413 
29515231,0,ATCC 19606 
29515231,1,ATCC 51299 
29515231,2,ATCC 25922 
29515231,3,ATCC 19111 
29515231,4,ATCC 27853 
29515231,5,ATCC 13314 
29515231,6,ATCC 33591 
29514423,0,ATCC 25923 
29514423,1,ATCC 12228 
29514423,2,ATCC 25923 
29514042,0,ATCC 25175 
29509133,0,ATCC 29905 
29509133,1,ATCC 29906 
29508172,0,ATCC  
29508031,0,ATCC BAA2455 
29507249,0,ATCC 53608 
29506207,0,ATCC 27853 
29505877,0,ATCC 25923 
29505586,0,ATCC 19606 
29505586,1,ATCC 19606 
29501419,0,ATCC 25285 
29497926,0,ATCC 90028 
29497926,1,ATCC  
29495293,0,ATCC 63501 
29495265,0,ATCC 14580 
29494924,0,ATCC 25923 
29494511,0,ATCC 8739 
29494511,1,ATCC 6538P 
29487733,0,ATCC 4356 
29487733,1,ATCC 13880 
29487574,0,ATCC 15713 
29486609,0,ATCC 35659 
29486609,1,ATCC 25922 
29486609,2,ATCC 10231 
29486609,3,ATCC 10876 
29486609,4,ATCC 16404 
29486129,0,ATCC 700476 
29485394,0,ATCC 700886 
29484518,0,ATCC 21588 
29484518,1,ATCC 21588 
29483542,0,ATCC 13869 
29482504,0,ATCC 33277 
29482504,1,ATCC 33277 
29482504,2,ATCC 33277 
29482504,3,ATCC 33277 
29477130,0,ATCC 33090 
29477025,0,ATCC 18804 
29476476,0,ATCC profiles 
29475754,0,ATCC 25175 
29472323,0,ATCC 43645 
29471268,0,ATCC strains 
29468307,0,ATCC 25923 
29464360,0,ATCC 23270 
29463538,0,ATCC 17978 
31804988,0,ATCC bacterial 
31804978,0,ATCC 6051 
31804978,1,ATCC 29213 
31804978,2,ATCC 19433 
31804978,3,ATCC 9637 
31804978,4,ATCC 27853 
31804978,5,ATCC 15308 
31804978,6,ATCC 9637 
29462695,0,ATCC 43603 
29460422,0,ATCC 4124 
29459853,0,ATCC 35556 
29458564,0,ATCC 17748 
29458536,0,ATCC 43591 
29458536,1,ATCC 43590 
29458501,0,ATCC 35912 
29458501,1,ATCC 35912 
29458501,2,ATCC 35912 
29456792,0,ATCC 25922 
29456001,0,ATCC 25923 
29455334,0,ATCC 53103 
29454901,0,ATCC strain 
29449405,0,ATCC 12046 
29449383,0,ATCC 35061 
29446687,0,ATCC 13565 
29446685,0,ATCC 8459 
29446685,1,ATCC 8042 
29446685,2,ATCC 51365 
29440770,0,ATCC 43504 
29437525,0,ATCC 10231 
29437090,0,ATCC 21022 
29433245,0,ATCC species 
29432912,0,ATCC 25922 
29432912,1,ATCC 7002 
29432912,2,ATCC 700324 
29432912,3,ATCC 10145 
29432912,4,ATCC 29213 
29432912,5,ATCC 12228 
29432912,6,ATCC 10231 
29432910,0,ATCC 18804 
29432837,0,ATCC  
29431074,0,ATCC 607 
29430090,0,ATCC  
29430090,1,ATCC  
29427680,0,ATCC 31749 
29420871,0,ATCC 24433 
29417378,0,ATCC 8014 
29417378,1,ATCC 8014 
29413911,0,ATCC 27405 
29413911,1,ATCC 49875 
29413911,2,ATCC 27405 
29413911,3,ATCC 49875 
29413911,4,ATCC 49875 
29405636,0,ATCC  
29404997,0,ATCC 15439 
29404050,0,ATCC 25293 
29404050,1,ATCC 27853 
29402455,0,ATCC 53103 
29402269,0,ATCC 25922 
29401480,0,ATCC 14028 
29399442,0,ATCC Strain 
29394517,0,ATCC  
29394284,0,ATCC 19606 
29394284,1,ATCC 19606 
29391816,0,ATCC 25922 
29391640,0,ATCC 43996 
29390009,0,ATCC 30236 
29389643,0,ATCC 25922 
29389643,1,ATCC 13311 
29389643,2,ATCC 19115 
29388545,0,ATCC 43196 
29388545,1,ATCC 43196 
29388545,2,ATCC 43196 
29388544,0,ATCC 27364 
29387049,0,ATCC 96167 
29387049,1,ATCC 16330 
29386783,0,ATCC 29212 
29386353,0,ATCC 26555 
31294204,0,ATCC 33090 
29381805,0,ATCC 43329 
29381805,1,ATCC 51505 
29381805,2,ATCC 33392 
29381805,3,ATCC 7901 
29380188,0,ATCC strains 
29378717,0,ATCC 29213 
29378717,1,ATCC 10813 
29378569,0,ATCC 8739 
29368445,0,ATCC PTA 
29364345,0,ATCC 25586 
29364212,0,ATCC strain 
29360402,0,ATCC 17802 
29360402,1,ATCC 33847 
29358339,0,ATCC  
29358339,1,ATCC control 
29355459,0,ATCC 16958 
29353732,0,ATCC 8688A 
29353732,1,ATCC 700699 
32254523,0,ATCC 15692 
29349565,0,ATCC 27126 
29349565,1,ATCC 27126 
29349359,0,ATCC 43300 
29346603,0,ATCC 8326 
29343611,0,ATCC 25586 
29341168,0,ATCC 25945 
29341168,1,ATCC 12225 
29339424,0,ATCC 9714 
29337072,0,ATCC 15703 
29334813,0,ATCC 33347 
29334313,0,ATCC 17978 
29334313,1,ATCC 17978 
29334190,0,ATCC 11775 
29331569,0,ATCC 35508 
29328950,0,ATCC 25175 
29326222,0,ATCC 15768 
29326208,0,ATCC 74245 
29324337,0,ATCC  
29320462,0,ATCC 17978 
29319345,0,ATCC 29212 
29319345,1,ATCC 29212 
29318387,0,ATCC 29212 
29318387,1,ATCC 10231 
29316223,0,ATCC 25175 
29316223,1,ATCC 393 
29316223,2,ATCC 23272 
29316223,3,ATCC 14917 
29316223,4,ATCC 11741 
29313233,0,ATCC strain 
31626597,0,ATCC 27853 
29310078,0,ATCC 8739 
29309652,0,ATCC 10031 
29309652,1,ATCC 27853 
29309434,0,ATCC 19606T 
29308508,0,ATCC 35406 
29307836,0,ATCC 27952 
29307836,1,ATCC 27952 
29307827,0,ATCC 11528 
29306845,0,ATCC 8735 
29305183,0,ATCC 25922 
29305183,1,ATCC 25923 
29301523,0,ATCC 15475 
29301523,1,ATCC 52323 
29300153,0,ATCC 29521 
29297845,0,ATCC 29905 
29296267,0,ATCC 6051 
29288759,0,ATCC 25177 
29286296,0,ATCC strain 
29282504,0,ATCC 13706 
29282504,1,ATCC BAA 
29282504,2,ATCC 13311 
29278706,0,ATCC 33277 
29276104,0,ATCC strains 
29274484,0,ATCC 25923 
29274484,1,ATCC 25923 
29274484,2,ATCC 25923 
29274484,3,ATCC 25923 
29274484,4,ATCC 25923 
29269969,0,ATCC 10231 
29269969,1,ATCC 22019 
29269498,0,ATCC 60483 
29268745,0,ATCC 23770 
29268745,1,ATCC 23770 
29264356,0,ATCC 43300 
29264356,1,ATCC 43300 
29263627,0,ATCC 25923 
29262709,0,ATCC strains 
29259829,0,ATCC 11774 
29259829,1,ATCC 25922 
29259829,2,ATCC 13076 
29259829,3,ATCC 25923 
29259771,0,ATCC 9790 
29259165,0,ATCC 29149 
29255234,0,ATCC 14028 
29253127,0,ATCC 10145 
29253127,1,ATCC 10145 
29251486,0,ATCC 25923 
29251486,1,ATCC 15442 
29247060,0,ATCC 14028 
29246517,0,ATCC 39116 
29246517,1,ATCC 39116 
29246517,2,ATCC 39116 
29243027,0,ATCC 7469 
29239716,0,ATCC 14909 
29238856,0,ATCC 29213 
30966016,0,ATCC 8739 
30966016,1,ATCC 6538 
29235255,0,ATCC 43037 
29235255,1,ATCC 43037 
29234314,0,ATCC 29740 
29234307,0,ATCC 29544 
29234307,1,ATCC 29544 
29234307,2,ATCC 29544 
29234307,3,ATCC 29544 
29233039,0,ATCC 43300 
29233039,1,ATCC 12258 
29233039,2,ATCC 25922 
29232982,0,ATCC 25 
29232982,1,ATCC 27 
29232982,2,ATCC 29 
29232982,3,ATCC 29 
29232578,0,ATCC 25923 
29232578,1,ATCC 12228 
29232578,2,ATCC 27851 
29230364,0,ATCC 33843 
29230364,1,ATCC 43516 
29230364,2,ATCC 33843 
29230364,3,ATCC 43516 
29229883,0,ATCC 25295 
29228342,0,ATCC 29413 
29228342,1,ATCC 29133 
29223758,0,ATCC 27853 
29223485,0,ATCC 43504 
29223099,0,ATCC 6538 
29217478,0,ATCC 35704 
29216563,0,ATCC 700603 
29216563,1,ATCC 8739 
29216563,2,ATCC 27853 
29216563,3,ATCC 43300 
29216563,4,ATCC 25923 
29216329,0,ATCC 27725 
29214000,0,ATCC 25922 
29211965,0,ATCC 25619 
29211110,0,ATCC 18616 
29209624,0,ATCC 25175 
29209624,1,ATCC 25175 
29209624,2,ATCC 25175 
29205119,0,ATCC 19977 
29204666,0,ATCC 27758 
29202138,0,ATCC 4352 
29202138,1,ATCC 13047 
29202138,2,ATCC 13047 
29202138,3,ATCC 13047 
29201084,0,ATCC 27294 
29200950,0,ATCC 25923 
29200844,0,ATCC 25922 
29200844,1,ATCC 10708 
29198102,0,ATCC 19606 
29196644,0,ATCC 13032 
29194412,0,ATCC 29213 
29194412,1,ATCC 29212 
29194412,2,ATCC 29212 
29193363,0,ATCC 25923 
29192089,0,ATCC 9027 
29189762,0,ATCC 2794 
29189762,1,ATCC 12478 
29189762,2,ATCC 25291 
29189762,3,ATCC 13950 
29187950,0,ATCC 25923 
29185938,0,ATCC 55363 
29185411,0,ATCC 25922 
29181860,0,ATCC 43504 
29181783,0,ATCC 27872 
29181783,1,ATCC 33612 
29181783,2,ATCC 27872 
29181783,3,ATCC 33612 
29181783,4,ATCC 27872 
29181783,5,ATCC 33612 
29180790,0,ATCC 14756 
29180274,0,ATCC medium 
29177947,0,ATCC 7469 
29177947,1,ATCC 7469 
29177803,0,ATCC 25922 
29177803,1,ATCC 10231 
29177803,2,ATCC 16404 
29177803,3,ATCC 28188 
29171072,0,ATCC strain 
29170992,0,ATCC 18804 
29166668,0,ATCC 19660 
29165147,0,ATCC 10541 
29164822,0,ATCC 10987 
29164404,0,ATCC 43300 
29164404,1,ATCC 25175 
29163381,0,ATCC 17978 
29159508,0,ATCC 11443 
29159508,1,ATCC 11443 
29159508,2,ATCC 11443 
29159508,3,ATCC 11443 
29156685,0,ATCC 13883 
29156685,1,ATCC 13883 
29155402,0,ATCC 25923 
29155402,1,ATCC 11778 
29155402,2,ATCC 25922 
29155275,0,ATCC 14990 
29155275,1,ATCC 14990 
29151951,0,ATCC LGC 
29151887,0,ATCC 1015 
29148362,0,ATCC 13223 
29145843,0,ATCC 13032 
29145843,1,ATCC 13869 
29143727,0,ATCC 700603 
29138496,0,ATCC 9027 
29138066,0,ATCC 25922 
29138066,1,ATCC 6538 
29135962,0,ATCC 25923 
29135962,1,ATCC 25922 
29135962,2,ATCC 25923 
29135962,3,ATCC 25922 
29132213,0,ATCC 43300 
29130778,0,ATCC 700926 
29126275,0,ATCC 12228 
29126275,1,ATCC 12228_EtBr 
29125457,0,ATCC 27989 
29124255,0,ATCC 25922 
29122860,0,ATCC 21022 
29122859,0,ATCC 21022 
29122674,0,ATCC 6841 
29122674,1,ATCC 48898 
29122674,2,ATCC 19977 
29120775,0,ATCC 29521 
29116036,0,ATCC 15708 
29116036,1,ATCC 15697 
29116036,2,ATCC 15708 
29113761,0,ATCC 27294 
29112138,0,ATCC 43300 
29111481,0,ATCC 25498 
29111481,1,ATCC  
29111481,2,ATCC 25498 
29111481,3,ATCC 25498 
29111434,0,ATCC strains 
29110510,0,ATCC 750 
29110155,0,ATCC 33591 
29110155,1,ATCC 10876 
29110155,2,ATCC 51299 
29110155,3,ATCC 750 
29109925,0,ATCC 10897 
29109705,0,ATCC strain 
29108912,0,ATCC strain 
29106538,0,ATCC 51603 
29106538,1,ATCC 51603 
29106538,2,ATCC 51603 
29103678,0,ATCC 49511 
29103130,0,ATCC 43504 
29102025,0,ATCC 25175 
29098912,0,ATCC 25923 
29098912,1,ATCC 29212 
29098912,2,ATCC 27853 
29098912,3,ATCC 25922 
29098912,4,ATCC 13047 
29098912,5,ATCC 6380 
29098912,6,ATCC 19606 
29098912,7,ATCC 25923 
29098912,8,ATCC 25923 
29097454,0,ATCC 21022 
29095556,0,ATCC 27853 
29095556,1,ATCC 25923 
29095556,2,ATCC 10231 
29094221,0,ATCC 6462 
29089855,0,ATCC 64063 
29089855,1,ATCC 64063 
29089855,2,ATCC 64603 
29087533,0,ATCC 16345 
29084746,0,ATCC 27853 
29081676,0,ATCC 35218 
29081676,1,ATCC 9027 
29081676,2,ATCC 12228 
29081676,3,ATCC 17978 
29081676,4,ATCC 12459 
29081676,5,ATCC 13883 
29081676,6,ATCC 43300 
29081676,7,ATCC 25923 
29078884,0,ATCC  
29075243,0,ATCC 17978 
29072586,0,ATCC 6633 
29070039,0,ATCC 20509 
29069144,0,ATCC 29212 
29066382,0,ATCC 25923 
29066382,1,ATCC 29213 
29066382,2,ATCC 43300 
29063889,0,ATCC 29213 
29063625,0,ATCC 53103 
29063625,1,ATCC 43890 
29063625,2,ATCC 14028 
29062962,0,ATCC 31267 
29062959,0,ATCC 13706 
29062200,0,ATCC 10092 
29062200,1,ATCC 2107 
29061917,0,ATCC 29213 
29061917,1,ATCC 25922 
29061748,0,ATCC 19977 
29061748,1,ATCC 29213 
29057933,0,ATCC 8486 
29054874,0,ATCC 12600 
29054874,1,ATCC 12600 
29054025,0,ATCC 903 
29054025,1,ATCC 25175 
29054025,2,ATCC 10557 
29054025,3,ATCC 7073 
29054025,4,ATCC 15300 
29054025,5,ATCC 27609 
29051254,0,ATCC 53544 
29050876,0,ATCC 55025 
29050876,1,ATCC 824 
29050876,2,ATCC 55025 
29050876,3,ATCC 55025 
29050876,4,ATCC 55025 
29050876,5,ATCC 824 
29050784,0,ATCC 90023 
29050495,0,ATCC 25922 
29050495,1,ATCC 14028 
29050406,0,ATCC 8459 
29048702,0,ATCC 750 
29044406,0,ATCC 19977 
29043959,0,ATCC 25923 
29043959,1,ATCC 29212 
29040817,0,ATCC 17400 
29038772,0,ATCC 33323 
29038760,0,ATCC 10574 
29037504,0,ATCC 33152 
29037504,1,ATCC 30234 
29037504,2,ATCC 33152 
29034858,0,ATCC 55098 
29034849,0,ATCC 53653 
29034849,1,ATCC 53653 
29030427,0,ATCC 43555 
29027118,0,ATCC 9341 
29023187,0,ATCC 8739 
29021252,0,ATCC 25586 
28991912,0,ATCC 14579 
28988868,0,ATCC 19606 
