product,ID
ATCC 29212was ,1
ATCC 29213 ,287
ATCC 2923 ,1
ATCC 29231 ,1
ATCC 29236 ,2
ATCC 29243 ,1
ATCC 29245 ,1
ATCC 29247 ,1
ATCC 29248 ,1
ATCC 29250 ,1
ATCC 29253 ,4
ATCC 29281 ,1
ATCC 29282 ,1
ATCC 29335 ,1
ATCC 29342 ,2
ATCC 29347 ,2
ATCC 29358 ,1
ATCC 29403 ,1
ATCC 29412 ,1
ATCC 29413 ,26
ATCC 29425 ,3
ATCC 29473 ,2
ATCC 29479 ,1
ATCC 29487 ,1
ATCC 29496T ,1
ATCC 29513 ,1
ATCC 29521 ,9
ATCC 29522 ,4
ATCC 29523 ,6
ATCC 29544 ,25
ATCC 29545 ,1
ATCC 29570 ,1
ATCC 29571 ,1
ATCC 29581 ,1
ATCC 29604 ,1
ATCC 29606 ,1
ATCC 29631 ,1
ATCC 29663 ,1
ATCC 29665 ,1
ATCC 29669 ,1
ATCC 29714 ,1
ATCC 29728 ,1
ATCC 29734 ,2
ATCC 29737 ,6
ATCC 29740 ,4
ATCC 29741 ,2
ATCC 29743 ,1
ATCC 29757 ,2
ATCC 29799 ,1
ATCC 29814 ,1
ATCC 29817 ,1
ATCC 29833 ,2
ATCC 29837 ,2
ATCC 29844 ,1
ATCC 29844T ,1
ATCC 29853 ,1
ATCC 29863 ,3
ATCC 29897 ,3
ATCC 29903 ,1
ATCC 29905 ,3
ATCC 29906 ,5
ATCC 29914 ,1
ATCC 29916 ,2
ATCC 29922 ,1
ATCC 29923 ,2
ATCC 29927 ,2
ATCC 29930 ,2
ATCC 29933 ,1
ATCC 29942 ,1
ATCC 29970 ,1
ATCC 29974 ,1
ATCC 29989 ,1
ATCC 29998 ,1
ATCC 29999 ,1
ATCC 30001 ,2
ATCC 30010 ,6
ATCC 30171 ,1
ATCC 30207 ,1
ATCC 30224 ,1
ATCC 30234 ,4
ATCC 30236 ,6
ATCC 30254 ,2
ATCC 30395 ,1
ATCC 30461 ,3
ATCC 30859 ,1
ATCC 30871 ,1
ATCC 30899 ,1
ATCC 30905 ,1
ATCC 30927 ,2
ATCC 30957 ,1
ATCC 31005 ,1
ATCC 31012 ,1
ATCC 31014 ,1
ATCC 31044 ,1
ATCC 31049 ,1
ATCC 31121 ,1
ATCC 31145 ,1
ATCC 31159 ,1
ATCC 31180 ,1
ATCC 31203 ,1
ATCC 31213 ,1
ATCC 31222T ,1
ATCC 31255 ,2
ATCC 31267 ,2
ATCC 31280 ,4
ATCC 31282 ,1
ATCC 31284 ,1
ATCC 31319 ,1
ATCC 31363 ,2
ATCC 31382 ,9
ATCC 31396 ,1
ATCC 314 ,5
ATCC 31433 ,2
ATCC 31442 ,1
ATCC 31461 ,9
ATCC 31523 ,1
ATCC 3153 ,2
ATCC 31532 ,9
ATCC 31554 ,1
ATCC 31555 ,6
ATCC 31565 ,5
ATCC 31603 ,1
ATCC 31608 ,1
ATCC 31612 ,1
ATCC 31616 ,1
ATCC 31705 ,1
ATCC 31731 ,1
ATCC 31749 ,15
ATCC 31750 ,2
ATCC 31783 ,1
ATCC 31798 ,1
ATCC 31821 ,2
ATCC 31823 ,2
ATCC 31831 ,6
ATCC 31833 ,1
ATCC 31860 ,1
ATCC 31890 ,1
ATCC 31924 ,1
ATCC 31961 ,1
ATCC 31962 ,1
ATCC 32051 ,1
ATCC 32068 ,1
ATCC 32134 ,1
ATCC 32150 ,2
ATCC 32222 ,4
ATCC 32264 ,2
ATCC 32268 ,1
ATCC 32609 ,1
ATCC 32662 ,1
ATCC 3268 ,2
ATCC 32903 ,2
ATCC 33 ,1
ATCC 33003 ,2
ATCC 33013 ,1
ATCC 33015 ,1
ATCC 33018 ,1
ATCC 33020 ,1
ATCC 33028 ,1
ATCC 33047 ,4
ATCC 33048 ,1
ATCC 33049 ,1
ATCC 33051 ,2
ATCC 33076 ,6
ATCC 33090 ,13
ATCC 33093 ,1
ATCC 33105 ,1
ATCC 3311 ,1
ATCC 33125 ,1
ATCC 33131 ,1
ATCC 33147 ,1
ATCC 3315 ,1
ATCC 33152 ,15
ATCC 33153 ,1
ATCC 33155 ,1
ATCC 33158 ,2
ATCC 33171 ,1
ATCC 33172T ,1
ATCC 33173 ,1
ATCC 3318 ,1
ATCC 33186 ,2
ATCC 33197 ,1
ATCC 33199 ,2
ATCC 33200 ,1
ATCC 33200T ,2
ATCC 33202 ,1
ATCC 33209 ,2
ATCC 33223 ,2
ATCC 33236 ,1
ATCC 33237 ,1
ATCC 33244 ,2
ATCC 33257 ,3
ATCC 33260 ,1
ATCC 33270 ,3
ATCC 33271 ,1
ATCC 33277 ,131
ATCC 33277may ,1
ATCC 33291 ,10
ATCC 33297 ,2
ATCC 33299 ,3
ATCC 33301T ,1
ATCC 33305 ,2
ATCC 33313T ,1
ATCC 33315 ,1
ATCC 33316 ,1
ATCC 33317 ,1
ATCC 33323 ,13
ATCC 33323T ,2
ATCC 33331 ,7
ATCC 33336 ,1
ATCC 33347 ,1
ATCC 3336 ,1
ATCC 3338 ,1
ATCC 33384 ,7
ATCC 33390 ,3
ATCC 33392 ,1
ATCC 33399 ,2
ATCC 334 ,23
ATCC 33402 ,1
ATCC 33403 ,1
ATCC 33415 ,1
ATCC 33420 ,2
ATCC 33430 ,3
ATCC 33461 ,1
ATCC 33462 ,1
ATCC 33464 ,1
ATCC 33466T ,1
ATCC 33475 ,1
ATCC 33478 ,6
ATCC 33478T ,1
ATCC 33485 ,2
ATCC 33495 ,1
ATCC 33499 ,1
ATCC 335 ,2
ATCC 33500 ,1
ATCC 33509 ,3
ATCC 33509T ,1
ATCC 33520 ,3
ATCC 33521 ,2
ATCC 33530 ,2
ATCC 33535 ,1
ATCC 33551 ,1
ATCC 33560 ,4
ATCC 33563 ,5
ATCC 33566 ,1
ATCC 33574 ,1
ATCC 33577 ,1
ATCC 33591 ,59
ATCC 33592 ,10
ATCC 33596 ,1
ATCC 33612 ,2
ATCC 33617 ,1
ATCC 33624 ,1
ATCC 33634 ,1
ATCC 33638 ,2
ATCC 33641 ,2
ATCC 33653 ,1
ATCC 33656 ,2
ATCC 33658 ,4
ATCC 33663 ,1
ATCC 33668 ,3
ATCC 33669 ,1
ATCC 33669T ,2
ATCC 33672 ,1
ATCC 33679 ,1
ATCC 33693 ,2
ATCC 33699 ,1
ATCC 33701 ,3
ATCC 33707 ,1
ATCC 33726 ,1
ATCC 33728 ,1
ATCC 33755 ,1
ATCC 33761 ,2
ATCC 33787 ,3
ATCC 33789 ,1
ATCC 33806 ,1
ATCC 33815 ,2
ATCC 33820 ,2
ATCC 33821 ,1
ATCC 33825 ,1
ATCC 33834 ,1
ATCC 33843 ,2
ATCC 33844 ,4
ATCC 33845 ,1
ATCC 33847 ,2
ATCC 33862 ,1
ATCC 33883 ,1
ATCC 339 ,1
ATCC 33905 ,1
ATCC 33907 ,1
ATCC 33912 ,1
ATCC 33913 ,7
ATCC 33914 ,1
ATCC 33923 ,1
ATCC 33934T ,1
ATCC 33958 ,1
ATCC 33960 ,2
ATCC 33970 ,1
ATCC 33981 ,1
ATCC 33988 ,3
ATCC 340 ,1
ATCC 34185 ,1
ATCC 34304 ,3
ATCC 3440 ,1
ATCC 34438 ,2
ATCC 34529 ,1
ATCC 34574 ,1
ATCC 34664 ,2
ATCC 34921 ,1
ATCC 34957 ,1
ATCC 35 ,6
ATCC 350116 ,1
ATCC 35019 ,1
ATCC 3502 ,24
ATCC 35021 ,2
ATCC 35030 ,1
ATCC 35037 ,3
ATCC 35037T ,1
ATCC 35048 ,2
ATCC 35048T ,2
ATCC 35051 ,1
ATCC 35061 ,2
ATCC 35072 ,4
ATCC 35084 ,1
ATCC 35092 ,1
ATCC 35098 ,1
ATCC 3510 ,1
ATCC 35105 ,1
ATCC 35119 ,1
ATCC 35128 ,1
ATCC 35149 ,4
ATCC 35150 ,16
ATCC 35151 ,1
ATCC 35152 ,1
ATCC 35155 ,1
ATCC 35182 ,1
ATCC 35185 ,1
ATCC 35218 ,45
ATCC 35241 ,1
ATCC 35246 ,4
ATCC 35268 ,1
ATCC 35311 ,1
ATCC 35316 ,1
ATCC 35319 ,2
ATCC 35338 ,4
ATCC 35404 ,2
ATCC 35405 ,12
ATCC 35406 ,3
ATCC 35414 ,1
ATCC 35423T ,1
ATCC 35469 ,5
ATCC 35508 ,1
ATCC 35512 ,3
ATCC 35550 ,4
ATCC 35552 ,2
ATCC 35556 ,6
ATCC 35586 ,1
ATCC 35591 ,1
ATCC 35603 ,1
ATCC 35608 ,2
ATCC 35619 ,1
ATCC 3564 ,1
ATCC 35640 ,2
ATCC 35646 ,2
ATCC 35654 ,5
ATCC 35657 ,1
ATCC 35659 ,3
ATCC 35661 ,1
ATCC 35667 ,2
ATCC 35668 ,11
ATCC 3568 ,1
ATCC 35681 ,3
ATCC 35686 ,1
ATCC 35688 ,3
ATCC 35690 ,1
ATCC 35696 ,1
ATCC 35702 ,1
ATCC 35703 ,3
ATCC 35704 ,7
ATCC 35734 ,2
ATCC 35737 ,1
ATCC 35743 ,1
ATCC 35752 ,8
ATCC 35752T ,1
ATCC 35801 ,2
ATCC 35820 ,2
ATCC 35822 ,5
ATCC 35823 ,1
ATCC 35837 ,1
ATCC 35838 ,2
ATCC 3584 ,5
ATCC 35844 ,2
ATCC 35846 ,1
ATCC 35849 ,1
ATCC 35853 ,1
ATCC 35872 ,1
ATCC 35879 ,1
ATCC 35887 ,1
ATCC 35892 ,1
ATCC 35896 ,5
ATCC 35910 ,4
ATCC 35912 ,1
ATCC 35913 ,1
ATCC 35914 ,1
ATCC 35925 ,1
ATCC 35937 ,1
ATCC 35953 ,1
ATCC 35960 ,1
ATCC 35983 ,4
ATCC 35984 ,60
ATCC 36010 ,1
ATCC 36031 ,6
ATCC 36114 ,1
ATCC 36193 ,1
ATCC 36232 ,1
ATCC 3624 ,2
ATCC 3626 ,1
ATCC 36309 ,1
ATCC 36386 ,1
ATCC 36558 ,2
ATCC 36583 ,1
ATCC 367 ,10
ATCC 36801 ,2
ATCC 36802 ,1
ATCC 36839 ,1
ATCC 36907 ,4
ATCC 3699 ,1
ATCC 38063 ,1
ATCC 38213 ,1
ATCC 3851 ,1
ATCC 38548 ,1
ATCC 38549 ,1
ATCC 38555 ,1
ATCC 38844 ,1
ATCC 39 ,1
ATCC 39006 ,23
ATCC 39048 ,1
ATCC 39073 ,3
ATCC 39115 ,1
ATCC 39116 ,15
ATCC 39144 ,1
ATCC 39213 ,1
ATCC 39268 ,1
ATCC 393 ,50
ATCC 39315 ,2
ATCC 39324 ,1
ATCC 39365 ,2
ATCC 39366 ,1
ATCC 39392 ,5
ATCC 3940 ,1
ATCC 39419T ,1
ATCC 39502 ,2
ATCC 39691 ,1
ATCC 39723 ,5
ATCC 39727 ,18
ATCC 39727T ,1
ATCC 39867 ,1
ATCC 39897 ,1
ATCC 39920 ,2
ATCC 40042 ,2
ATCC 4005 ,1
ATCC 40051 ,1
ATCC 40330 ,1
ATCC 40338 ,1
ATCC 40549 ,1
ATCC 4082 ,1
ATCC 4083 ,7
ATCC 4124 ,3
ATCC 41323 ,1
ATCC 4157 ,2
ATCC 4175 ,1
ATCC 42023 ,4
ATCC 42132 ,2
ATCC 4229 ,1
ATCC 4230 ,1
ATCC 42464 ,4
ATCC 42476 ,1
ATCC 42678 ,1
ATCC 42720 ,1
ATCC 4277 ,8
ATCC 42895 ,2
ATCC 42981 ,6
ATCC 43 ,4
ATCC 43037 ,16
ATCC 43045 ,1
ATCC 43056 ,1
ATCC 43057 ,3
ATCC 43058 ,1
ATCC 43058T ,1
ATCC 43071 ,1
ATCC 43076 ,2
ATCC 43099 ,2
ATCC 43121 ,3
ATCC 43137 ,1
ATCC 43143 ,1
ATCC 43144 ,2
ATCC 43146 ,2
ATCC 43158 ,1
ATCC 43174 ,1
ATCC 43185 ,1
ATCC 43196 ,1
ATCC 43200 ,4
ATCC 43251 ,2
ATCC 43255 ,8
ATCC 43269 ,2
ATCC 43279 ,2
ATCC 43280 ,1
ATCC 43290 ,1
ATCC 43293 ,1
ATCC 43296 ,1
ATCC 433 ,1
ATCC 43300 ,162
ATCC 433000 ,1
ATCC 43307 ,1
ATCC 43329 ,1
ATCC 43330 ,3
ATCC 43335 ,2
ATCC 43337 ,1
ATCC 43387 ,1
ATCC 43400 ,1
ATCC 4342 ,3
ATCC 43431 ,1
ATCC 43442 ,1
ATCC 43491 ,2
ATCC 43494 ,1
ATCC 43496 ,1
ATCC 43504 ,36
ATCC 43504T ,1
ATCC 43516 ,1
ATCC 4352 ,13
ATCC 43526 ,3
ATCC 43534 ,1
ATCC 43554 ,1
ATCC 43555 ,2
ATCC 4356 ,50
ATCC 43579 ,1
ATCC 43589 ,1
ATCC 4359 ,1
ATCC 43590 ,1
ATCC 43591 ,1
ATCC 43593 ,1
ATCC 43598 ,3
ATCC 43603 ,1
ATCC 43617 ,3
ATCC 43629 ,4
ATCC 43632 ,1
ATCC 43642 ,1
ATCC 43645 ,1
ATCC 4365 ,1
ATCC 43650 ,1
ATCC 43672 ,2
ATCC 43675 ,2
ATCC 43677 ,1
ATCC 43685 ,1
ATCC 43700 ,2
ATCC 43717 ,2
ATCC 43718 ,3
ATCC 43733 ,1
ATCC 43733T ,1
ATCC 43734 ,1
ATCC 43741 ,1
ATCC 43754 ,1
ATCC 43762T ,1
ATCC 43765T ,1
ATCC 43767 ,1
ATCC 43788T ,1
ATCC 43816 ,16
ATCC 43827 ,1
ATCC 43845 ,2
ATCC 43859 ,1
ATCC 43863 ,2
ATCC 43864 ,1
ATCC 43865 ,1
ATCC 43866 ,2
ATCC 43869 ,1
ATCC 43879 ,1
ATCC 43887 ,1
ATCC 43888 ,16
ATCC 43889 ,10
ATCC 43890 ,11
ATCC 43893 ,2
ATCC 43894 ,10
ATCC 43895 ,27
ATCC 43898 ,1
ATCC 439 ,1
ATCC 43921 ,2
ATCC 43930 ,1
ATCC 43931 ,1
ATCC 43942 ,1
ATCC 43944 ,1
ATCC 43959 ,1
ATCC 43961 ,4
ATCC 43964 ,1
ATCC 43969 ,1
ATCC 43971 ,3
ATCC 43972 ,2
ATCC 43979T ,1
ATCC 43985 ,1
ATCC 43996 ,3
ATCC 4412 ,1
ATCC 44752 ,2
ATCC 44859 ,1
ATCC 45025 ,1
ATCC 4513 ,2
ATCC 45152D ,1
ATCC 4533 ,1
ATCC 4536 ,1
ATCC 46171 ,1
ATCC 4623 ,1
ATCC 46283 ,1
ATCC 4646 ,1
ATCC 46537 ,1
ATCC 46645 ,5
ATCC 4698 ,15
ATCC 47011 ,1
ATCC 47054 ,2
ATCC 47076 ,1
ATCC 47077 ,2
ATCC 4720 ,1
ATCC 4740 ,1
ATCC 4797 ,1
ATCC 48108 ,1
ATCC 48122 ,1
ATCC 482 ,2
ATCC 484 ,6
ATCC 4853 ,2
ATCC 4868 ,3
ATCC 48735 ,1
ATCC 4875 ,6
ATCC 48898 ,3
ATCC 49025 ,7
ATCC 49025T ,1
ATCC 49037 ,1
ATCC 49046 ,2
ATCC 49064 ,1
ATCC 49069 ,1
ATCC 49095 ,1
ATCC 49128 ,1
ATCC 49129 ,1
ATCC 49132 ,1
ATCC 49136 ,1
ATCC 49138 ,1
ATCC 49141 ,2
ATCC 49145 ,2
ATCC 49156 ,2
ATCC 49156T ,1
ATCC 49168 ,1
ATCC 49181 ,1
ATCC 49188 ,9
ATCC 49189 ,2
ATCC 49213 ,1
ATCC 49215 ,1
ATCC 49218 ,1
ATCC 49226 ,11
ATCC 49230 ,1
ATCC 49234 ,1
ATCC 49239 ,1
ATCC 49242 ,3
ATCC 49247 ,14
ATCC 49256 ,2
ATCC 4927 ,1
ATCC 49307T ,2
ATCC 4931 ,5
ATCC 49321 ,1
ATCC 49330 ,2
ATCC 49355 ,2
ATCC 49368 ,1
ATCC 49369 ,1
ATCC 49370 ,1
ATCC 49387 ,1
ATCC 49396 ,1
ATCC 49403 ,1
ATCC 49404 ,2
ATCC 49405 ,2
ATCC 49407 ,1
ATCC 49414T ,1
ATCC 49417 ,5
ATCC 49418 ,1
ATCC 49424 ,1
ATCC 49425 ,1
ATCC 49442 ,1
ATCC 49444 ,5
ATCC 49447 ,1
ATCC 49452 ,2
ATCC 49456 ,5
ATCC 49459 ,1
ATCC 49460 ,1
ATCC 49461 ,1
ATCC 49476 ,2
ATCC 49503 ,4
ATCC 49511 ,2
ATCC 49512 ,4
ATCC 49513 ,1
ATCC 49531 ,3
ATCC 49540 ,1
ATCC 49568 ,1
ATCC 49576 ,1
ATCC 49577T ,1
ATCC 49596 ,1
ATCC 49615 ,1
ATCC 49616 ,1
ATCC 49617 ,1
ATCC 49619 ,37
ATCC 49627 ,1
ATCC 49674 ,1
ATCC 49687 ,1
ATCC 49689 ,1
ATCC 49691 ,1
ATCC 49707 ,1
ATCC 4973 ,3
ATCC 49733 ,1
ATCC 49743 ,1
ATCC 49760 ,2
ATCC 49766 ,2
ATCC 49767 ,1
ATCC 49775 ,1
ATCC 49782 ,5
ATCC 49783 ,1
ATCC 49833 ,1
ATCC 49840 ,1
ATCC 49840T ,1
ATCC 49875 ,1
ATCC 49882 ,3
ATCC 49903 ,1
ATCC 49907 ,2
ATCC 49927 ,1
ATCC 49941 ,1
ATCC 49946 ,2
ATCC 49956 ,1
ATCC 49956T ,1
ATCC 49957 ,1
ATCC 49957T ,1
ATCC 49979 ,1
ATCC 49982 ,9
ATCC 49987 ,1
ATCC 49988 ,1
ATCC 49996 ,1
ATCC 50013 ,1
ATCC 50071 ,2
ATCC 50080 ,1
ATCC 50138 ,1
ATCC 50142 ,1
ATCC 50180 ,1
ATCC 50209 ,1
ATCC 50224 ,1
ATCC 50237 ,1
ATCC 503 ,1
ATCC 50324 ,1
ATCC 5037 ,1
ATCC 50370 ,8
ATCC 50373 ,2
ATCC 50386 ,2
ATCC 504 ,1
ATCC 50492 ,1
ATCC 50514 ,3
ATCC 50594 ,2
ATCC 50640 ,1
ATCC 50646 ,1
ATCC 50654 ,1
ATCC 50676 ,1
ATCC 50694 ,1
ATCC 50979 ,1
ATCC 50982 ,1
ATCC 51104 ,1
ATCC 51113 ,1
ATCC 51142 ,44
ATCC 51164 ,1
ATCC 51182 ,1
ATCC 51190 ,1
ATCC 51191 ,1
ATCC 51192 ,3
ATCC 51196 ,3
ATCC 51196T ,1
ATCC 51209 ,1
ATCC 51230 ,1
ATCC 51254 ,1
ATCC 51259 ,1
ATCC 51266T ,1
ATCC 51277 ,1
ATCC 51289 ,1
ATCC 5129 ,2
ATCC 51292 ,1
ATCC 51296 ,1
ATCC 51299 ,21
ATCC 51302 ,2
ATCC 51329 ,5
ATCC 51365 ,1
ATCC 51366 ,1
ATCC 51384 ,1
ATCC 51393 ,1
ATCC 51397 ,1
ATCC 51398 ,1
ATCC 51434 ,1
ATCC 51435 ,1
ATCC 51449 ,1
ATCC 51457 ,1
ATCC 51459 ,1
ATCC 51468 ,1
ATCC 51477 ,1
ATCC 51503 ,1
ATCC 51505 ,1
ATCC 51541 ,3
ATCC 51558 ,1
ATCC 51559 ,3
ATCC 51561 ,1
ATCC 51562 ,1
ATCC 51573 ,1
ATCC 51575 ,1
ATCC 51585 ,1
ATCC 51599 ,1
ATCC 516 ,1
ATCC 51603 ,1
ATCC 51625 ,1
ATCC 51650 ,5
ATCC 51655 ,1
ATCC 51659 ,1
ATCC 51663 ,1
ATCC 51666 ,1
ATCC 51700 ,2
ATCC 51718 ,1
ATCC 51730 ,1
ATCC 51741 ,1
ATCC 51743 ,1
ATCC 51748 ,1
ATCC 51752 ,1
ATCC 51756 ,3
ATCC 51758 ,1
ATCC 51759 ,1
ATCC 51760T ,1
ATCC 51776 ,2
ATCC 51812 ,1
ATCC 51815 ,1
ATCC 51825 ,1
ATCC 51828 ,1
ATCC 51831 ,1
ATCC 51888 ,1
ATCC 51903 ,1
ATCC 51916 ,2
ATCC 51932 ,2
ATCC 51935 ,1
ATCC 51958 ,1
ATCC 51973 ,4
ATCC 52323 ,1
ATCC 52429 ,1
ATCC 52813 ,1
ATCC 52905 ,1
ATCC 52922 ,2
ATCC 53013 ,5
ATCC 53042 ,2
ATCC 53102 ,1
ATCC 53103 ,67
ATCC 53135 ,2
ATCC 53159 ,1
ATCC 53278 ,1
ATCC 53503 ,2
ATCC 53504 ,1
ATCC 53524 ,3
ATCC 53525 ,1
ATCC 53533 ,1
ATCC 53544 ,2
ATCC 53582 ,9
ATCC 53606 ,1
ATCC 53608 ,13
ATCC 53647 ,1
ATCC 53650 ,2
ATCC 53653 ,2
ATCC 53664 ,1
ATCC 53666 ,1
ATCC 53703 ,1
ATCC 53709 ,1
ATCC 53714 ,1
ATCC 53733 ,2
ATCC 53789 ,2
ATCC 53867 ,1
ATCC 53904 ,1
ATCC 53907 ,1
ATCC 53909 ,1
ATCC 53909T ,1
ATCC 53964 ,2
ATCC 53978 ,1
ATCC 53987 ,1
ATCC 53993 ,4
ATCC 55025 ,3
ATCC 55076 ,1
ATCC 55098 ,3
ATCC 55124 ,1
ATCC 55363 ,1
ATCC 55365 ,1
ATCC 55366 ,2
ATCC 55383 ,2
ATCC 55544 ,1
ATCC 55552 ,1
ATCC 55618 ,4
ATCC 55669 ,1
ATCC 55730 ,21
ATCC 55737 ,1
ATCC 55739 ,1
ATCC 55925 ,1
ATCC 55938 ,1
ATCC 56074 ,1
ATCC 56075 ,1
ATCC 56081 ,1
ATCC 56304 ,1
ATCC 5637 ,1
ATCC 56676 ,1
ATCC 56765 ,1
ATCC 56990 ,1
ATCC 5784 ,1
ATCC 58350 ,1
ATCC 58397 ,2
ATCC 58400 ,1
ATCC 58401 ,1
ATCC 58637 ,1
ATCC 58665 ,1
ATCC 58718 ,1
ATCC 58784 ,1
ATCC 58785 ,2
ATCC 58938 ,1
ATCC 58946 ,4
ATCC 60095 ,1
ATCC 6013 ,6
ATCC 60193 ,5
ATCC 60325 ,1
ATCC 60344 ,1
ATCC 60387 ,1
ATCC 60393 ,1
ATCC 60483 ,1
ATCC 6051 ,18
ATCC 6051a ,3
ATCC 6057 ,2
ATCC 6059 ,1
ATCC 607 ,3
ATCC 60836 ,1
ATCC 6205 ,1
ATCC 6207 ,1
ATCC 621 ,1
ATCC 621H ,5
ATCC 6223 ,1
ATCC 62342 ,2
ATCC 62417 ,1
ATCC 6249 ,8
ATCC 6258 ,32
ATCC 6260 ,7
ATCC 6269 ,1
ATCC 6275 ,4
ATCC 62934 ,1
ATCC 62978 ,1
ATCC 63 ,1
ATCC 630 ,1
ATCC 6303 ,4
ATCC 6305 ,2
ATCC 6308 ,1
ATCC 6330 ,1
ATCC 6341 ,1
ATCC 63501 ,1
ATCC 6358 ,2
ATCC 638 ,2
ATCC 6380 ,1
ATCC 64063 ,2
ATCC 64124 ,4
ATCC 64221 ,1
ATCC 64548 ,4
ATCC 64550 ,3
ATCC 6457 ,1
ATCC 64603 ,1
ATCC 6462 ,1
ATCC 64712 ,1
ATCC 6475 ,1
ATCC 65154 ,1
ATCC 653 ,1
ATCC 6535 ,2
ATCC 6538 ,223
ATCC 65389 ,2
ATCC 6538P ,19
ATCC 6538p ,5
ATCC 6539 ,6
ATCC 6569 ,1
ATCC 6571 ,2
ATCC 6583 ,1
ATCC 6583P ,1
ATCC 6589 ,1
ATCC 66027 ,3
ATCC 66031 ,1
ATCC 66032 ,1
ATCC 6623 ,1
ATCC 66272 ,1
ATCC 6633 ,114
ATCC 6634 ,2
ATCC 66566 ,1
ATCC 66589 ,1
ATCC 67387 ,1
ATCC 6744 ,1
ATCC 67928 ,1
ATCC 6793 ,1
ATCC 68169 ,1
ATCC 6830 ,1
ATCC 6841 ,8
ATCC 68507 ,1
ATCC 68554 ,1
ATCC 6871 ,1
ATCC 6872 ,4
ATCC 6879 ,1
ATCC 6896 ,2
ATCC 6899 ,1
ATCC 6919 ,9
ATCC 6919T ,2
ATCC 6931 ,1
ATCC 6939 ,2
ATCC 6940 ,2
ATCC 69548 ,1
ATCC 6957 ,1
ATCC 6962 ,1
ATCC 700005 ,1
ATCC 700007 ,1
ATCC 700022 ,1
ATCC 700025 ,1
ATCC 700053 ,1
ATCC 700057 ,5
ATCC 7000699 ,1
ATCC 700072 ,1
ATCC 700082T ,1
ATCC 700084 ,7
ATCC 700160 ,1
ATCC 700178 ,5
ATCC 7002 ,2
ATCC 700207 ,2
ATCC 700221 ,6
ATCC 700248 ,2
ATCC 700248T ,1
ATCC 700262T ,1
ATCC 700296 ,2
ATCC 700298 ,1
ATCC 700299 ,1
ATCC 700306 ,1
ATCC 700307T ,1
ATCC 700312 ,1
ATCC 700314 ,2
ATCC 700323 ,1
ATCC 700324 ,3
ATCC 700329 ,1
ATCC 700334 ,1
ATCC 700358 ,1
ATCC 700368 ,1
ATCC 700373 ,1
ATCC 700383 ,1
ATCC 700388 ,3
ATCC 700392 ,4
ATCC 700394 ,3
ATCC 700396 ,4
ATCC 700401 ,1
ATCC 700404 ,1
ATCC 700408 ,1
ATCC 700414 ,1
ATCC 700474 ,1
ATCC 700476 ,1
ATCC 7005 ,2
ATCC 700518 ,1
ATCC 700519 ,1
ATCC 700522 ,1
ATCC 700523 ,1
ATCC 700603 ,44
ATCC 700604 ,1
ATCC 700605 ,1
ATCC 70061 ,1
ATCC 700610 ,5
ATCC 700616 ,1
ATCC 700617 ,1
ATCC 700618 ,1
ATCC 700628 ,1
ATCC 70063 ,1
ATCC 700632 ,1
ATCC 700639 ,1
ATCC 700641 ,1
ATCC 700669 ,2
ATCC 700677 ,1
ATCC 70068 ,2
ATCC 700686 ,1
ATCC 700689 ,1
ATCC 70069 ,1
ATCC 700698 ,1
ATCC 700699 ,20
ATCC 700720 ,2
ATCC 700721 ,3
ATCC 700728 ,10
ATCC 700755 ,3
ATCC 700766 ,1
ATCC 700786 ,1
ATCC 700787 ,1
ATCC 700788 ,1
ATCC 700794 ,1
ATCC 700802 ,5
ATCC 700810 ,1
ATCC 700819 ,2
ATCC 700824 ,3
ATCC 700825 ,2
ATCC 700827 ,1
ATCC 700832 ,1
ATCC 700870 ,1
ATCC 700886 ,1
ATCC 700891 ,1
ATCC 700892 ,1
ATCC 700898 ,1
ATCC 700904 ,1
ATCC 700914 ,1
ATCC 700922 ,1
ATCC 700926 ,1
ATCC 700927 ,2
ATCC 700928 ,1
ATCC 700934 ,1
ATCC 700974 ,2
ATCC 700975 ,1
ATCC 700993 ,1
ATCC 70403 ,1
ATCC 7050 ,5
ATCC 706003 ,1
ATCC 7061 ,5
ATCC 7061T ,1
ATCC 7064 ,2
ATCC 7070 ,1
ATCC 7073 ,4
ATCC 7080 ,1
ATCC 7159 ,15
ATCC 7206 ,1
ATCC 7221 ,1
ATCC 7307 ,1
ATCC 7330 ,8
ATCC 7378 ,1
ATCC 74012 ,1
ATCC 74030 ,3
ATCC 74040 ,3
ATCC 7408 ,1
ATCC 74135 ,1
ATCC 74209 ,1
ATCC 74219 ,1
ATCC 74245 ,1
ATCC 7429 ,1
ATCC 74349 ,1
ATCC 7466 ,1
ATCC 7469 ,33
ATCC 7469T ,1
ATCC 750 ,19
ATCC 7516 ,1
ATCC 7517 ,1
ATCC 752 ,1
ATCC 76255 ,1
ATCC 7635 ,1
ATCC 7644 ,35
ATCC 76485 ,1
ATCC 76615 ,4
ATCC 7700 ,1
ATCC 7715 ,1
ATCC 775 ,1
ATCC 7752 ,1
ATCC 7757 ,6
ATCC 777 ,1
ATCC 778157 ,1
ATCC 7808 ,1
ATCC 7830 ,2
ATCC 787 ,1
ATCC 7901 ,1
ATCC 7953 ,8
ATCC 7955 ,3
ATCC 7962 ,1
ATCC 7966 ,26
ATCC 8 ,1
ATCC 8007 ,1
ATCC 8014 ,31
ATCC 8027 ,1
ATCC 8035 ,2
